"last_change_date","barcode","available_stock","in_way_to_client","in_way_from_client","total_stock","available_stock_cost","in_way_to_client_cost","in_way_from_client_cost","total_stock_cost","sales_quantity","revenue","for_pay","sales_cost_price","gross_profit","cost_price","is_cost_price_missing","is_stock_missing","category","subject","supplier_article","brand","orig_country","color","size_group","size"
"2022-07-08","2002970862044",2282,314,126,2722,910974.40,125348.80,50299.20,1086622.40,41,38709.00,32940.90,16766.4,16174.50,399.2,0,0,"category 594","subject 638","supplierArticle 321","brand 611","Сербия","Бордовый",NULL,"0"
"2022-07-26","2003757777872",159,59,8,226,104835.06,38901.06,5274.72,149010.84,3,5013.00,4744.08,1978.02,2766.06,659.34,0,0,"category 588","subject 616","supplierArticle 9","brand 603","Сербия","Черный",NULL,"0"
"2022-07-23","2020857066958",366,20,0,386,90691.14,4955.80,NULL,95646.94,2,1284.00,1129.92,495.58,634.34,247.79,0,0,"category 594","subject 638","supplierArticle 366","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-08-13","2022371034826",74,3,0,77,45862.98,1859.31,NULL,47722.29,0,0,0,0,0,619.77,0,0,"category 597","subject 626","supplierArticle 446","brand 607","Сербия","Черный",NULL,"0"
"2022-04-07","2002970862105",664,96,18,778,214598.16,31026.24,5817.42,251441.82,13,8682.00,7489.35,4201.47,3287.88,323.19,0,0,"category 594","subject 638","supplierArticle 311","brand 611","Сербия","Синий",NULL,"0"
"2022-06-20","2002970862761",329,15,15,359,113745.17,5185.95,5185.95,124117.07,2,1092.00,1014.90,691.46,323.44,345.73,0,0,"category 594","subject 638","supplierArticle 268","brand 611","Сербия","Розовый",NULL,"0"
"2022-08-14","2001792584479",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-22","2007242333581",319,16,5,340,52689.23,2642.72,825.85,56157.80,3,1341.00,1139.85,495.51,644.34,165.17,0,0,"category 594","subject 638","supplierArticle 111","brand 611","Сербия","Синий",NULL,"0"
"2022-04-08","2002970862624",422,20,6,448,55450.80,2628.00,788.40,58867.20,2,894.00,759.90,262.8,497.10,131.4,0,0,"category 594","subject 638","supplierArticle 284","brand 611","Сербия","Черный",NULL,"0"
"2022-06-25","2003757777278",0,1,1,2,NULL,496.54,496.54,993.08,0,0,0,0,0,496.54,0,0,"category 592","subject 617","supplierArticle 439","brand 609","Сербия","Белый",NULL,"0"
"2022-08-20","2007242333727",65,24,7,96,10477.35,3868.56,1128.33,15474.24,8,3360.00,2856.00,1289.52,1566.48,161.19,0,0,"category 594","subject 638","supplierArticle 182","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-06-09","2007242333963",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-26","2002970862525",0,1,1,2,NULL,64.89,64.89,129.77,0,0,0,0,0,64.8866,0,0,"category 590","subject 636","supplierArticle 16","brand 606","Исландия","Синий",NULL,"0"
"2022-04-10","2003757777414",300,63,27,390,113148.00,23761.08,10183.32,147092.40,11,8106.00,7498.86,4525.92,2972.94,377.16,0,0,"category 594","subject 638","supplierArticle 83","brand 611","Сербия","Красный",NULL,"0"
"2022-07-14","2020857066712",27,2,0,29,5176.71,383.46,NULL,5560.17,1,276.00,252.45,191.73,60.72,191.73,0,0,"category 594","subject 638","supplierArticle 385","brand 611","Сербия","Бордовый",NULL,"0"
"2022-06-25","2001792584219",58,3,0,61,16876.26,872.91,NULL,17749.17,0,0,0,0,0,290.97,0,0,"category 595","subject 628","supplierArticle 452","brand 610","Сербия","Красный",NULL,"0"
"2022-08-10","2002970862709",0,2,0,2,NULL,166.88,NULL,166.88,0,0,0,0,0,83.44,0,0,"category 594","subject 638","supplierArticle 274","brand 605","Китай","Красный",NULL,"М"
"2022-04-14","2002970862723",1669,45,12,1726,666949.09,17982.45,4795.32,689726.86,12,8453.79,7619.40,4795.32,2824.08,399.61,0,0,"category 594","subject 638","supplierArticle 272","brand 611","Сербия","Бордовый",NULL,"0"
"2022-08-31","2020857066118",8,0,0,8,9323.76,NULL,NULL,9323.76,0,0,0,0,0,1165.47,0,0,"category 588","subject 618","supplierArticle 426","brand 603","Сербия","Черный",NULL,"0"
"2022-08-28","2042504663624",0,2,0,2,NULL,329.00,NULL,329.00,0,0,0,0,0,164.5,0,0,"category 594","subject 638","supplierArticle 57","brand 611","Сербия","Желтый",NULL,"0"
"2022-07-01","2002970862426",0,1,0,1,NULL,233.64,NULL,233.64,0,0,0,0,0,233.64,0,0,"category 590","subject 621","supplierArticle 30","brand 606","Сербия","Бордовый",NULL,"0"
"2022-05-28","2003757777308",0,1,0,1,NULL,76.23,NULL,76.23,0,0,0,0,0,76.23,0,0,"category 594","subject 638","supplierArticle 299","brand 611","Сербия","Бордовый",NULL,"0"
"2022-06-04","2003757777643",335,16,8,359,43998.90,2101.44,1050.72,47151.06,4,1257.00,1130.85,525.36,605.49,131.34,0,0,"category 594","subject 638","supplierArticle 357","brand 611","Сербия","Красный",NULL,"0"
"2022-06-12","2002970862303",0,1,1,2,NULL,126.99,126.99,253.98,0,0,0,0,0,126.99,0,0,"category 590","subject 636","supplierArticle 22","brand 606","Сербия","Бордовый",NULL,"0"
"2022-08-11","2002970862716",1204,90,23,1317,230397.44,17222.40,4401.28,252021.12,11,6477.00,5505.45,2104.96,3400.49,191.36,0,0,"category 594","subject 638","supplierArticle 273","brand 611","Сербия","оливковый",NULL,"0"
"2022-09-13","2002970862860",0,4,3,7,NULL,1293.84,970.38,2264.22,0,0,0,0,0,323.46,0,0,"category 594","subject 638","supplierArticle 259","brand 605","Россия","сиреневый",NULL,"17"
"2022-05-24","2002970862358",0,1,1,2,NULL,76.23,76.23,152.46,0,0,0,0,0,76.23,0,0,"category 590","subject 636","supplierArticle 20","brand 606","Исландия","сиреневый",NULL,"0"
"2022-05-30","2007242333598",364,11,12,387,50221.08,1517.67,1655.64,53394.39,9,5784.93,5026.05,1241.73,3784.32,137.97,0,0,"category 594","subject 638","supplierArticle 109","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-08-28","2002970862778",272,54,0,326,64727.84,12850.38,NULL,77578.22,9,3908.52,3419.55,2141.73,1277.82,237.97,0,0,"category 594","subject 638","supplierArticle 267","brand 611","Сербия","Белый",NULL,"0"
"2022-06-28","2002970862303",0,1,1,2,NULL,126.99,126.99,253.98,0,0,0,0,0,126.99,0,0,"category 590","subject 636","supplierArticle 22","brand 606","Сербия","Бордовый",NULL,"0"
"2022-05-18","2007242333635",562,34,14,610,102154.74,6180.18,2544.78,110879.70,5,2682.00,2279.70,1090.62,1189.08,181.77,0,0,"category 594","subject 638","supplierArticle 101","brand 611","Сербия","сиреневый",NULL,"0"
"2022-06-28","2003757777629",0,8,6,14,NULL,1746.16,1309.62,3055.78,7,2078.58,1767.15,1527.89,239.26,218.27,0,0,"category 594","subject 638","supplierArticle 356","brand 611","Сербия","сиреневый",NULL,"0"
"2022-06-06","2003757777896",61,6,3,70,34735.23,3416.58,1708.29,39860.10,1,1473.33,1470.33,569.43,900.90,569.43,0,0,"category 588","subject 616","supplierArticle 7","brand 603","Сербия","Красный",NULL,"0"
"2022-04-14","2002002686723",0,1,0,1,NULL,35.86,NULL,35.86,0,0,0,0,0,35.8649,0,0,"category 594","subject 638","supplierArticle 410","brand 605","Сербия","Белый",NULL,"0"
"2022-07-05","2003757777797",0,2,0,2,NULL,350.24,NULL,350.24,0,0,0,0,0,175.12,0,0,"category 594","subject 638","supplierArticle 300","brand 611","Сербия","Красный",NULL,"0"
"2022-07-09","2020857066781",29,0,1,30,6156.41,NULL,212.29,6368.70,0,0,0,0,0,212.29,0,0,"category 594","subject 638","supplierArticle 388","brand 611","Сербия","Белый",NULL,"0"
"2022-07-11","2002970862822",351,22,13,386,57739.50,3619.00,2138.50,63497.00,2,1344.00,1142.40,329.0,813.40,164.5,0,0,"category 594","subject 638","supplierArticle 263","brand 605","Россия","Розовый",NULL,"47"
"2022-08-31","2003757777254",0,0,1,1,NULL,NULL,399.20,399.20,0,0,0,0,0,399.2,0,0,"category 592","subject 617","supplierArticle 437","brand 609","Сербия","Бордовый",NULL,"0"
"2022-07-15","2022371034864",193,0,0,193,103963.31,NULL,NULL,103963.31,4,5806.08,5665.44,2154.68,3510.76,538.67,0,0,"category 597","subject 626","supplierArticle 442","brand 607","Сербия","Черный",NULL,"0"
"2022-08-14","2003757777421",315,57,14,386,283273.20,51258.96,12589.92,347122.08,21,20547.00,17521.44,18884.88,-1363.44,899.28,0,0,"category 594","subject 638","supplierArticle 92","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-07-12","2003757777728",0,0,1,1,NULL,NULL,296.34,296.34,0,0,0,0,0,296.34,0,0,"category 594","subject 638","supplierArticle 347","brand 611","Сербия","Черный",NULL,"0"
"2022-07-11","2007242333857",0,1,0,1,NULL,395.46,NULL,395.46,0,0,0,0,0,395.46,0,0,"category 592","subject 635","supplierArticle 502","brand 609","Сербия","сиреневый",NULL,"0"
"2022-06-01","2020857066736",74,22,0,96,20721.48,6160.44,NULL,26881.92,0,0,0,0,0,280.02,0,0,"category 594","subject 638","supplierArticle 383","brand 611","Сербия","Красный",NULL,"0"
"2022-07-12","2020857066095",6,4,0,10,10345.50,6897.00,NULL,17242.50,0,0,0,0,0,1724.25,0,0,"category 588","subject 618","supplierArticle 428","brand 603","Сербия","Желтый",NULL,"0"
"2022-05-26","2007242333642",383,28,22,433,116416.68,8510.88,6687.12,131614.68,8,3762.00,3396.60,2431.68,964.92,303.96,0,0,"category 594","subject 638","supplierArticle 100","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-07-20","2007242333888",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-30","2003757777568",0,1,1,2,NULL,52.20,52.20,104.40,0,0,0,0,0,52.2,0,0,"category 595","subject 628","supplierArticle 456","brand 610","Сербия","сиреневый",NULL,"0"
"2022-08-10","2041312592621",0,0,0,0,NULL,NULL,NULL,NULL,1,687.00,604.56,158.01,446.55,158.01,0,0,"category 594","subject 638","supplierArticle 148","brand 611","Сербия","Синий",NULL,"0"
"2022-06-16","2002970862839",170,7,3,180,41172.30,1695.33,726.57,43594.20,1,525.15,507.45,242.19,265.26,242.19,0,0,"category 594","subject 639","supplierArticle 262","brand 611","Сербия","Бордовый",NULL,"0"
"2022-06-17","2002970862600",247,46,15,308,38946.96,7253.28,2365.20,48565.44,8,2853.00,2499.45,1261.44,1238.01,157.68,0,0,"category 594","subject 638","supplierArticle 287","brand 611","Сербия","Красный",NULL,"0"
"2022-08-04","2002970862747",676,74,8,758,141486.80,15488.20,1674.40,158649.40,9,3483.00,3177.27,1883.7,1293.57,209.3,0,0,"category 594","subject 638","supplierArticle 270","brand 611","Сербия","Бордовый",NULL,"0"
"2022-06-25","2002970862884",0,7,2,9,NULL,1392.51,397.86,1790.37,0,0,0,0,0,198.93,0,0,"category 588","subject 618","supplierArticle 420","brand 604","Сербия","Черный",NULL,"0"
"2022-07-13","2003757777254",0,0,1,1,NULL,NULL,399.20,399.20,0,0,0,0,0,399.2,0,0,"category 592","subject 617","supplierArticle 437","brand 609","Сербия","Бордовый",NULL,"0"
"2022-06-16","2003757777360",0,2,1,3,NULL,150.48,75.24,225.72,0,0,0,0,0,75.24,0,0,"category 594","subject 638","supplierArticle 292","brand 611","Сербия","Черный",NULL,"0"
"2022-06-30","2002970862532",0,2,0,2,NULL,184.76,NULL,184.76,0,0,0,0,0,92.38,0,0,"category 590","subject 636","supplierArticle 13","brand 606","Сербия","сиреневый",NULL,"0"
"2022-08-05","2007242333703",174,16,5,195,28595.16,2629.44,821.70,32046.30,7,4539.00,3858.15,1150.38,2707.77,164.34,0,0,"category 594","subject 638","supplierArticle 184","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-08-12","2022371034826",74,4,0,78,45862.98,2479.08,NULL,48342.06,1,2343.00,2241.36,619.77,1621.59,619.77,0,0,"category 597","subject 626","supplierArticle 446","brand 607","Сербия","Черный",NULL,"0"
"2022-05-19","2002970862006",162,13,8,183,41368.32,3319.68,2042.88,46730.88,3,2241.00,2009.43,766.08,1243.35,255.36,0,0,"category 594","subject 638","supplierArticle 325","brand 611","Сербия","сиреневый",NULL,"0"
"2022-08-30","2003757777902",29,11,0,40,21466.38,8142.42,NULL,29608.80,1,2508.00,2373.36,740.22,1633.14,740.22,0,0,"category 588","subject 616","supplierArticle 6","brand 603","Сербия","Розовый",NULL,"0"
"2022-06-08","2002970862815",0,2,2,4,NULL,154.96,154.96,309.92,0,0,0,0,0,77.48,0,0,"category 594","subject 638","supplierArticle 264","brand 605","Китай","Черный",NULL,"М"
"2022-07-19","2020857066866",54,5,0,59,14220.36,1316.70,NULL,15537.06,0,0,0,0,0,263.34,0,0,"category 594","subject 638","supplierArticle 374","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-08-30","2002002686723",0,1,0,1,NULL,35.86,NULL,35.86,0,0,0,0,0,35.8649,0,0,"category 594","subject 638","supplierArticle 410","brand 605","Сербия","Белый",NULL,"0"
"2022-09-04","2020857066101",126,4,0,130,176805.72,5612.88,NULL,182418.60,0,0,0,0,0,1403.22,0,0,"category 588","subject 618","supplierArticle 427","brand 603","Сербия","Синий",NULL,"0"
"2022-06-02","2002970862709",0,2,0,2,NULL,166.88,NULL,166.88,0,0,0,0,0,83.44,0,0,"category 594","subject 638","supplierArticle 274","brand 605","Китай","Красный",NULL,"М"
"2022-09-11","2001792584226",58,5,4,67,18513.60,1596.00,1276.80,21386.40,1,507.00,430.95,319.2,111.75,319.2,0,0,"category 595","subject 628","supplierArticle 450","brand 610","Сербия","сиреневый",NULL,"0"
"2022-09-03","2003757777643",125,6,4,135,16417.50,788.04,525.36,17730.90,1,297.00,252.45,131.34,121.11,131.34,0,0,"category 594","subject 638","supplierArticle 357","brand 611","Сербия","Красный",NULL,"0"
"2022-06-09","2020857066903",35,3,1,39,35280.00,3024.00,1008.00,39312.00,1,597.00,507.45,1008,-500.55,1008,0,0,"category 594","subject 638","supplierArticle 371","brand 611","Сербия","Синий",NULL,"0"
"2022-04-14","2003757777322",0,4,0,4,NULL,281.16,NULL,281.16,0,0,0,0,0,70.29,0,0,"category 594","subject 638","supplierArticle 296","brand 611","Сербия","Черный",NULL,"0"
"2022-06-11","2007242333680",162,8,6,176,25597.62,1264.08,948.06,27809.76,2,1314.00,1116.90,316.02,800.88,158.01,0,0,"category 594","subject 638","supplierArticle 186","brand 611","Сербия","Розовый",NULL,"0"
"2022-06-16","2002970862068",389,81,30,500,143222.02,29822.58,11045.40,184090.00,15,13325.67,12329.25,5522.70,6806.55,368.18,0,0,"category 594","subject 638","supplierArticle 319","brand 611","Сербия","Синий",NULL,"0"
"2022-06-26","2003757777889",44,4,3,51,30769.20,2797.20,2097.90,35664.30,0,0,0,0,0,699.3,0,0,"category 588","subject 616","supplierArticle 8","brand 603","Сербия","оливковый",NULL,"0"
"2022-07-24","2002002686723",0,1,0,1,NULL,35.86,NULL,35.86,0,0,0,0,0,35.8649,0,0,"category 594","subject 638","supplierArticle 410","brand 605","Сербия","Белый",NULL,"0"
"2022-08-25","2002970862051",546,104,20,670,873368.50,166355.90,31991.52,1071715.93,18,10685.97,9134.10,28792.368,-19658.268,1599.576,0,0,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-05-26","2020857066736",27,13,0,40,7560.54,3640.26,NULL,11200.80,1,567.00,370.14,280.02,90.12,280.02,0,0,"category 594","subject 638","supplierArticle 383","brand 611","Сербия","Красный",NULL,"0"
"2022-09-03","2002970862587",229,18,6,253,39646.77,3116.34,1038.78,43801.89,3,951.00,885.60,519.39,366.21,173.13,0,0,"category 594","subject 638","supplierArticle 285","brand 611","Сербия","Синий",NULL,"0"
"2022-06-21","2007242333567",300,12,20,332,126480.00,5059.20,8432.00,139971.20,2,951.00,861.90,843.2,18.70,421.6,0,0,"category 594","subject 638","supplierArticle 99","brand 611","Сербия","Синий",NULL,"0"
"2022-08-07","2002970862525",0,4,0,4,NULL,259.55,NULL,259.55,0,0,0,0,0,64.8866,0,0,"category 590","subject 636","supplierArticle 16","brand 606","Исландия","Синий",NULL,"0"
"2022-06-05","2007242333598",341,17,15,373,47047.77,2345.49,2069.55,51462.81,2,1314.00,1116.90,275.94,840.96,137.97,0,0,"category 594","subject 638","supplierArticle 109","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-07-14","2007242333710",120,11,4,135,18148.80,1663.64,604.96,20417.40,2,819.30,804.60,302.48,502.12,151.24,0,0,"category 594","subject 638","supplierArticle 183","brand 611","Сербия","оливковый",NULL,"0"
"2022-05-26","2003757777827",0,7,1,8,NULL,1272.39,181.77,1454.16,0,0,0,0,0,181.77,0,0,"category 588","subject 618","supplierArticle 421","brand 604","Сербия","Белый",NULL,"0"
"2022-04-08","2002970862846",609,17,4,630,112214.34,3132.42,737.04,116083.80,4,1716.00,1519.80,737.04,782.76,184.26,0,0,"category 594","subject 638","supplierArticle 261","brand 605","Россия","оливковый",NULL,"М"
"2022-05-20","2007242333673",178,12,4,194,88496.26,5966.04,1988.68,96450.98,5,3927.00,3429.75,2485.85,943.90,497.17,0,0,"category 594","subject 638","supplierArticle 187","brand 611","Сербия","Желтый",NULL,"0"
"2022-07-11","2007242333888",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-28","2001792584226",136,8,12,156,43411.20,2553.60,3830.40,49795.20,0,0,0,0,0,319.2,0,0,"category 595","subject 628","supplierArticle 450","brand 610","Сербия","сиреневый",NULL,"0"
"2022-07-10","2020857066750",33,4,0,37,6327.09,766.92,NULL,7094.01,0,0,0,0,0,191.73,0,0,"category 594","subject 638","supplierArticle 391","brand 611","Сербия","Лиловый",NULL,"0"
"2022-07-10","2002970862389",0,1,0,1,NULL,147.26,NULL,147.26,0,0,0,0,0,147.26,0,0,"category 590","subject 621","supplierArticle 32","brand 606","Сербия","Фиолетовый",NULL,"0"
"2022-08-14","2020857066873",0,1,1,2,NULL,268.73,268.73,537.46,0,0,0,0,0,268.73,0,0,"category 594","subject 638","supplierArticle 373","brand 611","Сербия","Синий",NULL,"0"
"2022-05-27","2020857066811",28,13,0,41,3956.12,1836.77,NULL,5792.89,0,0,0,0,0,141.29,0,0,"category 594","subject 638","supplierArticle 395","brand 611","Сербия","Желтый",NULL,"0"
"2022-06-03","2002970862716",2308,124,31,2463,441658.88,23728.64,5932.16,471319.68,19,9174.15,8274.60,3635.84,4638.76,191.36,0,0,"category 594","subject 638","supplierArticle 273","brand 611","Сербия","оливковый",NULL,"0"
"2022-08-16","2003757777438",630,31,8,669,213771.60,10518.92,2714.56,227005.08,2,1614.00,1371.90,678.64,693.26,339.32,0,0,"category 594","subject 638","supplierArticle 86","brand 611","Сербия","Красный",NULL,"0"
